Statistic_Label,Census_Year,Sex,Regular_Unpaid_Help,Age_Group,Present_Economic_Status,Unit,Value
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,All ages,All persons aged 15 years and over,Number,10741
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,All ages,Employer or own account worker,Number,2148
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,All ages,Employee,Number,3742
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,All ages,Assisting relative,Number,49
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,All ages,Unemployed looking for first regular job,Number,101
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,All ages,Unemployed having lost or given up previous job,Number,1777
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,All ages,Student or pupil,Number,404
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,All ages,Looking after home/family,Number,416
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,All ages,Retired,Number,1426
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,All ages,Unable to work due to permanent sickness or disability,Number,602
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,All ages,Other economic status,Number,76
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,15 - 24 years,All persons aged 15 years and over,Number,611
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,15 - 24 years,Employer or own account worker,Number,10
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,15 - 24 years,Employee,Number,130
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,15 - 24 years,Assisting relative,Number,5
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,15 - 24 years,Unemployed looking for first regular job,Number,53
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,15 - 24 years,Unemployed having lost or given up previous job,Number,105
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,15 - 24 years,Student or pupil,Number,276
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,15 - 24 years,Looking after home/family,Number,12
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,15 - 24 years,Retired,Number,1
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,15 - 24 years,Unable to work due to permanent sickness or disability,Number,10
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,15 - 24 years,Other economic status,Number,9
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,25 - 44 years,All persons aged 15 years and over,Number,3564
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,25 - 44 years,Employer or own account worker,Number,704
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,25 - 44 years,Employee,Number,1594
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,25 - 44 years,Assisting relative,Number,17
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,25 - 44 years,Unemployed looking for first regular job,Number,37
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,25 - 44 years,Unemployed having lost or given up previous job,Number,790
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,25 - 44 years,Student or pupil,Number,95
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,25 - 44 years,Looking after home/family,Number,139
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,25 - 44 years,Retired,Number,6
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,25 - 44 years,Unable to work due to permanent sickness or disability,Number,154
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,25 - 44 years,Other economic status,Number,28
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,45 - 64 years,All persons aged 15 years and over,Number,5246
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,45 - 64 years,Employer or own account worker,Number,1304
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,45 - 64 years,Employee,Number,1971
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,45 - 64 years,Assisting relative,Number,24
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,45 - 64 years,Unemployed looking for first regular job,Number,11
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,45 - 64 years,Unemployed having lost or given up previous job,Number,875
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,45 - 64 years,Student or pupil,Number,33
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,45 - 64 years,Looking after home/family,Number,236
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,45 - 64 years,Retired,Number,367
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,45 - 64 years,Unable to work due to permanent sickness or disability,Number,391
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,45 - 64 years,Other economic status,Number,34
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,65 years and over,All persons aged 15 years and over,Number,1320
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,65 years and over,Employer or own account worker,Number,130
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,65 years and over,Employee,Number,47
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,65 years and over,Assisting relative,Number,3
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,65 years and over,Unemployed looking for first regular job,Number,0
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,65 years and over,Unemployed having lost or given up previous job,Number,7
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,65 years and over,Student or pupil,Number,0
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,65 years and over,Looking after home/family,Number,29
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,65 years and over,Retired,Number,1052
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,65 years and over,Unable to work due to permanent sickness or disability,Number,47
Carers Aged 15 Years And Over,2011,Male,15-28 hours unpaid help per week,65 years and over,Other economic status,Number,5
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,All ages,All persons aged 15 years and over,Number,5401
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,All ages,Employer or own account worker,Number,909
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,All ages,Employee,Number,1860
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,All ages,Assisting relative,Number,53
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,All ages,Unemployed looking for first regular job,Number,45
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,All ages,Unemployed having lost or given up previous job,Number,864
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,All ages,Student or pupil,Number,127
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,All ages,Looking after home/family,Number,428
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,All ages,Retired,Number,764
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,All ages,Unable to work due to permanent sickness or disability,Number,300
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,All ages,Other economic status,Number,51
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,15 - 24 years,All persons aged 15 years and over,Number,244
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,15 - 24 years,Employer or own account worker,Number,2
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,15 - 24 years,Employee,Number,69
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,15 - 24 years,Assisting relative,Number,3
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,15 - 24 years,Unemployed looking for first regular job,Number,15
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,15 - 24 years,Unemployed having lost or given up previous job,Number,56
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,15 - 24 years,Student or pupil,Number,76
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,15 - 24 years,Looking after home/family,Number,15
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,15 - 24 years,Retired,Number,0
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,15 - 24 years,Unable to work due to permanent sickness or disability,Number,2
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,15 - 24 years,Other economic status,Number,6
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,25 - 44 years,All persons aged 15 years and over,Number,1838
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,25 - 44 years,Employer or own account worker,Number,267
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,25 - 44 years,Employee,Number,815
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,25 - 44 years,Assisting relative,Number,17
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,25 - 44 years,Unemployed looking for first regular job,Number,25
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,25 - 44 years,Unemployed having lost or given up previous job,Number,402
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,25 - 44 years,Student or pupil,Number,37
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,25 - 44 years,Looking after home/family,Number,171
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,25 - 44 years,Retired,Number,7
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,25 - 44 years,Unable to work due to permanent sickness or disability,Number,77
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,25 - 44 years,Other economic status,Number,20
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,45 - 64 years,All persons aged 15 years and over,Number,2599
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,45 - 64 years,Employer or own account worker,Number,577
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,45 - 64 years,Employee,Number,945
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,45 - 64 years,Assisting relative,Number,29
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,45 - 64 years,Unemployed looking for first regular job,Number,5
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,45 - 64 years,Unemployed having lost or given up previous job,Number,403
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,45 - 64 years,Student or pupil,Number,14
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,45 - 64 years,Looking after home/family,Number,225
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,45 - 64 years,Retired,Number,181
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,45 - 64 years,Unable to work due to permanent sickness or disability,Number,196
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,45 - 64 years,Other economic status,Number,24
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,65 years and over,All persons aged 15 years and over,Number,720
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,65 years and over,Employer or own account worker,Number,63
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,65 years and over,Employee,Number,31
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,65 years and over,Assisting relative,Number,4
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,65 years and over,Unemployed looking for first regular job,Number,0
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,65 years and over,Unemployed having lost or given up previous job,Number,3
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,65 years and over,Student or pupil,Number,0
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,65 years and over,Looking after home/family,Number,17
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,65 years and over,Retired,Number,576
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,65 years and over,Unable to work due to permanent sickness or disability,Number,25
Carers Aged 15 Years And Over,2011,Male,29-42 hours unpaid help per week,65 years and over,Other economic status,Number,1
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,All ages,All persons aged 15 years and over,Number,13290
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,All ages,Employer or own account worker,Number,1650
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,All ages,Employee,Number,2976
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,All ages,Assisting relative,Number,118
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,All ages,Unemployed looking for first regular job,Number,46
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,All ages,Unemployed having lost or given up previous job,Number,1866
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,All ages,Student or pupil,Number,186
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,All ages,Looking after home/family,Number,1967
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,All ages,Retired,Number,3387
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,All ages,Unable to work due to permanent sickness or disability,Number,857
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,All ages,Other economic status,Number,237
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,15 - 24 years,All persons aged 15 years and over,Number,335
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,15 - 24 years,Employer or own account worker,Number,6
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,15 - 24 years,Employee,Number,59
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,15 - 24 years,Assisting relative,Number,5
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,15 - 24 years,Unemployed looking for first regular job,Number,18
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,15 - 24 years,Unemployed having lost or given up previous job,Number,63
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,15 - 24 years,Student or pupil,Number,122
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,15 - 24 years,Looking after home/family,Number,38
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,15 - 24 years,Retired,Number,1
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,15 - 24 years,Unable to work due to permanent sickness or disability,Number,11
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,15 - 24 years,Other economic status,Number,12
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,25 - 44 years,All persons aged 15 years and over,Number,3369
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,25 - 44 years,Employer or own account worker,Number,425
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,25 - 44 years,Employee,Number,1193
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,25 - 44 years,Assisting relative,Number,35
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,25 - 44 years,Unemployed looking for first regular job,Number,21
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,25 - 44 years,Unemployed having lost or given up previous job,Number,792
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,25 - 44 years,Student or pupil,Number,46
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,25 - 44 years,Looking after home/family,Number,613
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,25 - 44 years,Retired,Number,6
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,25 - 44 years,Unable to work due to permanent sickness or disability,Number,162
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,25 - 44 years,Other economic status,Number,76
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,45 - 64 years,All persons aged 15 years and over,Number,6250
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,45 - 64 years,Employer or own account worker,Number,1061
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,45 - 64 years,Employee,Number,1660
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,45 - 64 years,Assisting relative,Number,72
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,45 - 64 years,Unemployed looking for first regular job,Number,7
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,45 - 64 years,Unemployed having lost or given up previous job,Number,1000
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,45 - 64 years,Student or pupil,Number,18
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,45 - 64 years,Looking after home/family,Number,1148
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,45 - 64 years,Retired,Number,530
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,45 - 64 years,Unable to work due to permanent sickness or disability,Number,615
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,45 - 64 years,Other economic status,Number,139
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,65 years and over,All persons aged 15 years and over,Number,3336
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,65 years and over,Employer or own account worker,Number,158
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,65 years and over,Employee,Number,64
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,65 years and over,Assisting relative,Number,6
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,65 years and over,Unemployed looking for first regular job,Number,0
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,65 years and over,Unemployed having lost or given up previous job,Number,11
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,65 years and over,Student or pupil,Number,0
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,65 years and over,Looking after home/family,Number,168
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,65 years and over,Retired,Number,2850
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,65 years and over,Unable to work due to permanent sickness or disability,Number,69
Carers Aged 15 Years And Over,2011,Male,43 or more hours unpaid help per week,65 years and over,Other economic status,Number,10
Carers Aged 15 Years And Over,2011,Male,Not stated,All ages,All persons aged 15 years and over,Number,9331
Carers Aged 15 Years And Over,2011,Male,Not stated,All ages,Employer or own account worker,Number,1322
Carers Aged 15 Years And Over,2011,Male,Not stated,All ages,Employee,Number,2931
Carers Aged 15 Years And Over,2011,Male,Not stated,All ages,Assisting relative,Number,34
Carers Aged 15 Years And Over,2011,Male,Not stated,All ages,Unemployed looking for first regular job,Number,133
Carers Aged 15 Years And Over,2011,Male,Not stated,All ages,Unemployed having lost or given up previous job,Number,1595
Carers Aged 15 Years And Over,2011,Male,Not stated,All ages,Student or pupil,Number,423
Carers Aged 15 Years And Over,2011,Male,Not stated,All ages,Looking after home/family,Number,505
Carers Aged 15 Years And Over,2011,Male,Not stated,All ages,Retired,Number,1589
Carers Aged 15 Years And Over,2011,Male,Not stated,All ages,Unable to work due to permanent sickness or disability,Number,719
Carers Aged 15 Years And Over,2011,Male,Not stated,All ages,Other economic status,Number,80
Carers Aged 15 Years And Over,2011,Male,Not stated,15 - 24 years,All persons aged 15 years and over,Number,785
Carers Aged 15 Years And Over,2011,Male,Not stated,15 - 24 years,Employer or own account worker,Number,12
Carers Aged 15 Years And Over,2011,Male,Not stated,15 - 24 years,Employee,Number,174
Carers Aged 15 Years And Over,2011,Male,Not stated,15 - 24 years,Assisting relative,Number,3
Carers Aged 15 Years And Over,2011,Male,Not stated,15 - 24 years,Unemployed looking for first regular job,Number,65
Carers Aged 15 Years And Over,2011,Male,Not stated,15 - 24 years,Unemployed having lost or given up previous job,Number,159
Carers Aged 15 Years And Over,2011,Male,Not stated,15 - 24 years,Student or pupil,Number,324
Carers Aged 15 Years And Over,2011,Male,Not stated,15 - 24 years,Looking after home/family,Number,18
Carers Aged 15 Years And Over,2011,Male,Not stated,15 - 24 years,Retired,Number,0
Carers Aged 15 Years And Over,2011,Male,Not stated,15 - 24 years,Unable to work due to permanent sickness or disability,Number,16
Carers Aged 15 Years And Over,2011,Male,Not stated,15 - 24 years,Other economic status,Number,14
Carers Aged 15 Years And Over,2011,Male,Not stated,25 - 44 years,All persons aged 15 years and over,Number,3084
Carers Aged 15 Years And Over,2011,Male,Not stated,25 - 44 years,Employer or own account worker,Number,401
Carers Aged 15 Years And Over,2011,Male,Not stated,25 - 44 years,Employee,Number,1412
Carers Aged 15 Years And Over,2011,Male,Not stated,25 - 44 years,Assisting relative,Number,14
Carers Aged 15 Years And Over,2011,Male,Not stated,25 - 44 years,Unemployed looking for first regular job,Number,51
Carers Aged 15 Years And Over,2011,Male,Not stated,25 - 44 years,Unemployed having lost or given up previous job,Number,743
Carers Aged 15 Years And Over,2011,Male,Not stated,25 - 44 years,Student or pupil,Number,77
Carers Aged 15 Years And Over,2011,Male,Not stated,25 - 44 years,Looking after home/family,Number,181
Carers Aged 15 Years And Over,2011,Male,Not stated,25 - 44 years,Retired,Number,10
Carers Aged 15 Years And Over,2011,Male,Not stated,25 - 44 years,Unable to work due to permanent sickness or disability,Number,156
Carers Aged 15 Years And Over,2011,Male,Not stated,25 - 44 years,Other economic status,Number,39
Carers Aged 15 Years And Over,2011,Male,Not stated,45 - 64 years,All persons aged 15 years and over,Number,3818
Carers Aged 15 Years And Over,2011,Male,Not stated,45 - 64 years,Employer or own account worker,Number,791
Carers Aged 15 Years And Over,2011,Male,Not stated,45 - 64 years,Employee,Number,1307
Carers Aged 15 Years And Over,2011,Male,Not stated,45 - 64 years,Assisting relative,Number,13
Carers Aged 15 Years And Over,2011,Male,Not stated,45 - 64 years,Unemployed looking for first regular job,Number,17
Carers Aged 15 Years And Over,2011,Male,Not stated,45 - 64 years,Unemployed having lost or given up previous job,Number,682
Carers Aged 15 Years And Over,2011,Male,Not stated,45 - 64 years,Student or pupil,Number,21
Carers Aged 15 Years And Over,2011,Male,Not stated,45 - 64 years,Looking after home/family,Number,255
Carers Aged 15 Years And Over,2011,Male,Not stated,45 - 64 years,Retired,Number,250
Carers Aged 15 Years And Over,2011,Male,Not stated,45 - 64 years,Unable to work due to permanent sickness or disability,Number,458
Carers Aged 15 Years And Over,2011,Male,Not stated,45 - 64 years,Other economic status,Number,24
Carers Aged 15 Years And Over,2011,Male,Not stated,65 years and over,All persons aged 15 years and over,Number,1644
Carers Aged 15 Years And Over,2011,Male,Not stated,65 years and over,Employer or own account worker,Number,118
Carers Aged 15 Years And Over,2011,Male,Not stated,65 years and over,Employee,Number,38
Carers Aged 15 Years And Over,2011,Male,Not stated,65 years and over,Assisting relative,Number,4
Carers Aged 15 Years And Over,2011,Male,Not stated,65 years and over,Unemployed looking for first regular job,Number,0
Carers Aged 15 Years And Over,2011,Male,Not stated,65 years and over,Unemployed having lost or given up previous job,Number,11
Carers Aged 15 Years And Over,2011,Male,Not stated,65 years and over,Student or pupil,Number,1
Carers Aged 15 Years And Over,2011,Male,Not stated,65 years and over,Looking after home/family,Number,51
Carers Aged 15 Years And Over,2011,Male,Not stated,65 years and over,Retired,Number,1329
Carers Aged 15 Years And Over,2011,Male,Not stated,65 years and over,Unable to work due to permanent sickness or disability,Number,89
Carers Aged 15 Years And Over,2011,Male,Not stated,65 years and over,Other economic status,Number,3
Carers Aged 15 Years And Over,2011,Female,All carers,All ages,All persons aged 15 years and over,Number,111959
Carers Aged 15 Years And Over,2011,Female,All carers,All ages,Employer or own account worker,Number,4928
Carers Aged 15 Years And Over,2011,Female,All carers,All ages,Employee,Number,45227
Carers Aged 15 Years And Over,2011,Female,All carers,All ages,Assisting relative,Number,693
Carers Aged 15 Years And Over,2011,Female,All carers,All ages,Unemployed looking for first regular job,Number,500
Carers Aged 15 Years And Over,2011,Female,All carers,All ages,Unemployed having lost or given up previous job,Number,7442
Carers Aged 15 Years And Over,2011,Female,All carers,All ages,Student or pupil,Number,4224
Carers Aged 15 Years And Over,2011,Female,All carers,All ages,Looking after home/family,Number,32860
Carers Aged 15 Years And Over,2011,Female,All carers,All ages,Retired,Number,10663
Carers Aged 15 Years And Over,2011,Female,All carers,All ages,Unable to work due to permanent sickness or disability,Number,4433
Carers Aged 15 Years And Over,2011,Female,All carers,All ages,Other economic status,Number,989
Carers Aged 15 Years And Over,2011,Female,All carers,15 - 24 years,All persons aged 15 years and over,Number,5458
Carers Aged 15 Years And Over,2011,Female,All carers,15 - 24 years,Employer or own account worker,Number,31
Carers Aged 15 Years And Over,2011,Female,All carers,15 - 24 years,Employee,Number,1266
Carers Aged 15 Years And Over,2011,Female,All carers,15 - 24 years,Assisting relative,Number,19
Carers Aged 15 Years And Over,2011,Female,All carers,15 - 24 years,Unemployed looking for first regular job,Number,224
Carers Aged 15 Years And Over,2011,Female,All carers,15 - 24 years,Unemployed having lost or given up previous job,Number,582
Carers Aged 15 Years And Over,2011,Female,All carers,15 - 24 years,Student or pupil,Number,2872
Carers Aged 15 Years And Over,2011,Female,All carers,15 - 24 years,Looking after home/family,Number,376
Carers Aged 15 Years And Over,2011,Female,All carers,15 - 24 years,Retired,Number,5
Carers Aged 15 Years And Over,2011,Female,All carers,15 - 24 years,Unable to work due to permanent sickness or disability,Number,50
Carers Aged 15 Years And Over,2011,Female,All carers,15 - 24 years,Other economic status,Number,33
Carers Aged 15 Years And Over,2011,Female,All carers,25 - 44 years,All persons aged 15 years and over,Number,37096
Carers Aged 15 Years And Over,2011,Female,All carers,25 - 44 years,Employer or own account worker,Number,1571
Carers Aged 15 Years And Over,2011,Female,All carers,25 - 44 years,Employee,Number,18782
Carers Aged 15 Years And Over,2011,Female,All carers,25 - 44 years,Assisting relative,Number,201
Carers Aged 15 Years And Over,2011,Female,All carers,25 - 44 years,Unemployed looking for first regular job,Number,202
Carers Aged 15 Years And Over,2011,Female,All carers,25 - 44 years,Unemployed having lost or given up previous job,Number,3367
Carers Aged 15 Years And Over,2011,Female,All carers,25 - 44 years,Student or pupil,Number,896
Carers Aged 15 Years And Over,2011,Female,All carers,25 - 44 years,Looking after home/family,Number,10525
Carers Aged 15 Years And Over,2011,Female,All carers,25 - 44 years,Retired,Number,68
Carers Aged 15 Years And Over,2011,Female,All carers,25 - 44 years,Unable to work due to permanent sickness or disability,Number,1106
Carers Aged 15 Years And Over,2011,Female,All carers,25 - 44 years,Other economic status,Number,378
Carers Aged 15 Years And Over,2011,Female,All carers,45 - 64 years,All persons aged 15 years and over,Number,54802
Carers Aged 15 Years And Over,2011,Female,All carers,45 - 64 years,Employer or own account worker,Number,3057
Carers Aged 15 Years And Over,2011,Female,All carers,45 - 64 years,Employee,Number,24667
Carers Aged 15 Years And Over,2011,Female,All carers,45 - 64 years,Assisting relative,Number,406
Carers Aged 15 Years And Over,2011,Female,All carers,45 - 64 years,Unemployed looking for first regular job,Number,74
Carers Aged 15 Years And Over,2011,Female,All carers,45 - 64 years,Unemployed having lost or given up previous job,Number,3438
Carers Aged 15 Years And Over,2011,Female,All carers,45 - 64 years,Student or pupil,Number,447
Carers Aged 15 Years And Over,2011,Female,All carers,45 - 64 years,Looking after home/family,Number,16419
Carers Aged 15 Years And Over,2011,Female,All carers,45 - 64 years,Retired,Number,2926
Carers Aged 15 Years And Over,2011,Female,All carers,45 - 64 years,Unable to work due to permanent sickness or disability,Number,2890
Carers Aged 15 Years And Over,2011,Female,All carers,45 - 64 years,Other economic status,Number,478
